title,link_url,photo_url,address,price,star,feature
大坑東東芋圓,https://ifoodie.tw//restaurant/559bbc5cc03a101f6d8b5a40-大坑東東芋圓,https://lh3.googleusercontent.com/rmnl2cVeT2yJNE_rGh2t97oFNzCS6uYV_ZCC0onH-8iWkS2I6pjvAHs8xHYf_d8akVLduaWXahnYZRagMS9jkRiMQjzyNyznbYjmU-fPQ8ysxA=s360,臺中市北屯區東山路二段48之3號,65,4.0,甜點小吃冰品飲料下午茶
燒肉ChaCha 個人和牛燒肉專賣,https://ifoodie.tw//restaurant/6305eee482828716c52832ec-燒肉ChaCha-個人和牛燒肉專賣,https://lh3.googleusercontent.com/QSyCYwwhKgqPrsCIF2z-heIMzS0emyLBCQkXOz2Z1ZgR5QxFLHGk3BsGNsou9duNJXQBky6fw-j2uoXyrv4SKT6FrlwOSSQzD8E9LsVE2l-K=s360,臺北市萬華區西寧南路161號1樓,600,4.6,約會餐廳精緻高級宵夜午餐
廟口紅茶,https://ifoodie.tw//restaurant/5593c6f8c03a101e1f6c3562-廟口紅茶,https://lh3.googleusercontent.com/MLORj38peZBeYNnhCzBtyFpmeojgo13WRawPwf0zGO0g8Wrlo0ERWtnJ_wgw3FDjmlyDR75eAzj7elj48yK0MCQ3S41vUDB7CdJVFXRrNtw=s360,花蓮縣花蓮市成功街218號,50,3.8,小吃飲料店早午餐下午茶
RAW,https://ifoodie.tw//restaurant/559dc70dc03a103ee86ca954-RAW,https://lh3.googleusercontent.com/0s7bp1PiXTVffRGyawW3tParZQ4vHMSMKyTWWL1sj9rYCYeyqESoN-6_e1YbxB6QaR5YTToQee7SkYw2prd7t2VKdtJyyu6zurrdS8ySVHYY=s360,臺北市中山區樂群三路301號,3500,4.4,餐酒館精緻高級約會餐廳午餐
初鹿牧場,https://ifoodie.tw//restaurant/644531dc01ba3364f66907b9-初鹿牧場,https://lh3.googleusercontent.com/cIlB7jektZoNS10QIX5AE-pJlnmB_fF6iiP9nPRCThFWMBtm1hl09EVNI9qYKWgh4LsN7LcU455cZXozTrbiGEJw6TRXOzmiEhpAzy2sYoWg=s360,臺東縣卑南鄉牧場1號,80,3.9,午餐
布袋美食蚵嗲王,https://ifoodie.tw//restaurant/5c6a45522261390c6d460b41-布袋美食蚵嗲王,https://lh3.googleusercontent.com/959qncziQ0QsQ3A18L_-BcSEfTV2m-doLWmIwlqAuhq1P-NPHWZ7QbJZ8pg5aaDeziLvQuMYD7pqD5hrvG_G-VKFYyMdl18=s360,嘉義縣布袋鎮中山路42,500,4.8,早餐午餐
Solo Pasta 義大利麵,https://ifoodie.tw//restaurant/559de003c03a103ee86cb890-Solo-Pasta-義大利麵,https://lh3.googleusercontent.com/JEhosd3I3BnoOVRUKh2BZxnnIWkYEVDRAgRsajqrLhKcggH-sWdG3cRYdyLYkaf6bMVJBu3MInTnAPBdC5bEK06ZerXr0pLYqNpXEP8XH6Mszg=s360,臺北市大安區安和路一段29之1號,120,4.4,義式料理約會餐廳午餐晚餐
王氏魚皮店,https://ifoodie.tw//restaurant/55982aca40b5e30894d71ee3-王氏魚皮店,https://lh3.googleusercontent.com/7uxIaO6Q0lS73mE4jq2dweE4kgodsNUX8X3gh7dECuo5zc_VXrqRYDqeXVQ_XjTvRwkp75VEVWWba-pexEwgrVIE6fmUyBzMZqqQgM8DrIgBeg=s360,臺南市安平區安平路612號,800,4.4,小吃早餐早午餐午餐
享鴨 烤鴨與中華料理 板橋縣民大道店,https://ifoodie.tw//restaurant/5e0a242922613906995ef274-享鴨-烤鴨與中華料理-板橋縣民大道店,https://lh3.googleusercontent.com/F-0jTkm9vAjrP2O0wxckBZbcOloq__eRIXNWgwrN893Aml3TcG6e4pnSGhuQ7vHgx0-x9t29BMjb7pvKZ_dIEBxZZMxgTj8=s360,新北市板橋區縣民大道二段1號臺電大樓1樓,600,4.6,中式料理合菜午餐晚餐
煙波大飯店蘇澳四季雙泉館,https://ifoodie.tw//restaurant/59c00ddb2756dd0e8cb0fe83-煙波大飯店蘇澳四季雙泉館,https://lh3.googleusercontent.com/ctHQN_avmK3ad6aruq47M9L8z_7v9ph90Z0KWjv92OaxS0h6nbaljf1FN37E51bhhBCuZ6gbautEya_EbvMfUj7Gz1Q7og=s360,宜蘭縣蘇澳鎮中正路38號,500,4.5,宵夜午餐晚餐
海洋廣場,https://ifoodie.tw//restaurant/5bbcb9762756dd243b941437-海洋廣場,https://lh3.googleusercontent.com/X2erZI_DYqB2I68aWO-uLoWDSGInGO1LNdDTJBr_hHenJnlG3_Vx8PB_widT_SataS25jTzVHU93tVsJt7rhPlK0LBvC7m9A=s360,基隆市仁愛區忠一路,650,4.2,宵夜午餐晚餐
星海之戀咖啡館,https://ifoodie.tw//restaurant/55a4b99cc03a1002ad8ad96a-星海之戀咖啡館,https://lh3.googleusercontent.com/xzQ2ZLbgx0Y27lbwoqpzD3F0tOMZiAomZXFsSXdhnZvMdE1XduutXEboG3vcllxfOQGoOzqlhQB4nKTKR2tEHLPdC_tsGeaovhAi53Vms44L=s360,桃園市蘆竹區南山路三段446號,200,4.2,咖啡甜點景觀餐廳約會餐廳
光復糖廠冰棒,https://ifoodie.tw//restaurant/5593b849c03a1019aa5a95e7-光復糖廠冰棒,https://lh3.googleusercontent.com/_PxpGTZ4ZBXbNFv2yOSkeOTLNI_Amht0j2quESKPdO8piNkYUwr51W0PEPXeONjItb66lIugL9XWEQ1N-AlynFmOhMslYOruDmP5SX4ObHA8=s360,花蓮縣光復鄉糖廠街19號,100,4.1,甜點冰品飲料午餐
碳佐麻里燒肉和食,https://ifoodie.tw//restaurant/5598244440b5e30894d71c4c-碳佐麻里燒肉和食,https://lh3.googleusercontent.com/bcmHBer7L84wTG3_g7pitLyomCIYhuXMmnwG92mqv7-p1LxKZy5WacDcQvZLfgO8w_x0MfhFE3CbukLpVlmY9uXSid_IM-8=s360,臺南市永康區中華路796號,800,4.7,日本料理精緻高級小吃宵夜
蟹老闆活海鮮,https://ifoodie.tw//restaurant/64ce692533ebbf76a7deb660-蟹老闆活海鮮,https://lh3.googleusercontent.com/0UYJjJodLp8n399aSuHsvCy0uIAYlgNkqOf73VrfhVEKueNGI2_mzfEXR6Dt5sdHdKko7xd4TFWU50-ETdZAWLwpOVsWUiAnXq-NCA9WOIIg=s360,宜蘭縣烏石港路67號,500,4.9,中式料理合菜午餐晚餐
漢來海港 敦化店,https://ifoodie.tw//restaurant/563ad1f5699b6e0a8e71859c-漢來海港-敦化店,https://lh3.googleusercontent.com/zF1jDEWA8l8Z5e6Co_ElyJIrAAS2xB6KtmYmhdKWjgbHde9OcyBvGjEvtv3hQd0n3YsVy4dGBTHoICtiC329ilp8k9qiXWotflCExdNjmMBJ=s360,臺北市大安區敦化南路1段246號6樓,1300,4.1,精緻高級約會餐廳義式料理午餐
JAI 宅,https://ifoodie.tw//restaurant/5992a9b422613914a3a93433-JAI-宅,https://lh3.googleusercontent.com/cVyECnC8tOsJQEz70HX3Zk7ckAn6nG6K1rD-R2c0Pe9OM9wD3DHfJiWGpsZ50D4MBiL8MzQaQOBFrA2LBrxw0gvbyBfWh_tTSdFtUGpfJsk=s360,臺中市北區三民路三段125號2樓,500,4.4,義式料理早餐甜點約會餐廳
三味食堂,https://ifoodie.tw//restaurant/559dc78fc03a103ee86ca99e-三味食堂,https://lh3.googleusercontent.com/hvTXau-iyP-7ITFqoVD7hSuvn1LLJoGLY_8Lt_deEVckYQ2C-JgGU_07GTAidh-mFi1XTkXhWmyXR0tygl-v1kFlFDJnmD1y3X9pY4jrei8D=s360,臺北市萬華區貴陽街二段116號,500,4.2,日本料理午餐晚餐
亞典菓子工場,https://ifoodie.tw//restaurant/5594bce8c03a10074185bfcc-亞典菓子工場,https://lh5.ggpht.com/qWT1yY-Qq2wZw0P-pcJS8kWMgy-UlOm7_v5lNmEplmyw2_Xvov7Li9Eqmh6ctR_0qrN8uI4Zwu4vORMttNzphxECA1LX267J=s360,宜蘭縣宜蘭市梅洲二路122號,60,4.0,冰品飲料甜點蛋糕
漢神巨蛋購物廣場,https://ifoodie.tw//restaurant/5cf921b22756dd0fe1d9cbf6-漢神巨蛋購物廣場,https://lh3.googleusercontent.com/M6FUVBnYNKlQGZQs8no9u5i3Or6u9_Jpdb1kXlehBMoMkrhTcHo1w1qcslKoYo1y_O5jTYTvkp_RcYyymRmf4Jo88YZT85FsXPHszMMZxdhS=s360,高雄市左營區博愛二路777號,500,4.1,晚餐午餐
樂丘廚房 東海店,https://ifoodie.tw//restaurant/559be7cbc03a101f6d8b6eee-樂丘廚房-東海店,https://lh5.ggpht.com/AsgaPSf-EfbWsB70onZr8Od-uFLvsUPPWr49UFkOfjXSYIcA4JNfT69ycBHDVB-vRbJmLmZ8VUSGpT2yeEet69aOYj0x4eg=s360,臺中市龍井區臺灣大道五段3巷62弄13號,400,4.6,義式料理精緻高級下午茶
凱恩斯岩燒,https://ifoodie.tw//restaurant/559bb803c03a101f6d8b5853-凱恩斯岩燒,https://lh3.googleusercontent.com/GN2fQUdU8ZWRbwt1nan6HrhH8hNK6CUZ2rkWFpeRNqiEUboZxYYm9w3Dgr8Vs3sGnPeX2bF6ivbFWbFETdeh9PoVC85CQ4gT=s360,臺中市北屯區崇德路二段138號,1034,4.7,牛排午餐晚餐
IKEA Cafe,https://ifoodie.tw//restaurant/5cf12e7ef52468175f351705-IKEA-Cafe,https://lh3.googleusercontent.com/SxEBzbQ-zzkXNx21oh1RVOOTVJHk-2qtyRMZBR1dWRffFLeTmnmObu9_s6AcWi6H2cclQ9AtsUjb9fBx__18tIJNtnrn0oZ8gSxP8FNQUrvDCQ=s360,新北市新店區中央路159號4F,600,4.3,咖啡
享鴨 烤鴨與中華料理 台中公益店,https://ifoodie.tw//restaurant/5fe352932756dd79fdc4836b-享鴨-烤鴨與中華料理-台中公益店,https://lh3.googleusercontent.com/CFMzuIYtGLAKSkULPaP2x2o9Sbb0R2okVWP1JMsODqwBuwVQSzQLJa_sCKzoGmcUbjmktiu8lQsdDP74sTbLhLDiJ9iD1jNvMZrV_Muc3yo=s360,臺中市南屯區公益路二段252號,650,4.8,中式料理合菜午餐晚餐
仁武烤鴨,https://ifoodie.tw//restaurant/559b452ac03a1002dd4db53a-仁武烤鴨,https://lh3.googleusercontent.com/v_la4e-AKmoiTv6hUrEhRq9D5Xe9XstgoxiTJ5gwrmohuLwE4yPrZ6IQAnHqz-Ba_PedT5DxInSfhAVczKLCctDO8rgeqvU=s360,高雄市仁武區鳳仁路95之21號,230,4.4,中式料理合菜晚餐
金榜麵館,https://ifoodie.tw//restaurant/5594f7adc03a10354ebfc9d6-金榜麵館,https://lh3.googleusercontent.com/fpP8912FzGFMo-1_o2ppcyJT7-xGHt9pj8_w422El2N7FTvibKiOWNlYZt2VqDPIEeNmuEhpR6k8PiNBYQAFW2b84t-_CJu9jOq8aloeMf3FgQ=s360,苗栗縣三義鄉中正路170之7號,80,4.2,中式料理小吃牛肉麵合菜
韓金館,https://ifoodie.tw//restaurant/55a49593c03a1002ad8ad0b3-韓金館,https://lh3.googleusercontent.com/vRCFwEyMNs4f9YhTLqUuzp-jY2oClmN75Qfh-4Kcv4gyfMF3jIV2o5UzbyBBJfsYxQLGnUZovO9U438k1X5MiL9h1QDnflfC=s360,臺北市中山區林森北路119巷68號,500,4.3,宵夜晚餐韓式料理燒肉
白圍牆景觀咖啡餐廳,https://ifoodie.tw//restaurant/559638b1c03a100e7c7627bf-白圍牆景觀咖啡餐廳,https://lh3.googleusercontent.com/AEroVWG3tcRV1KmIiGWADBb6oIcnYj0eUWUtpjjeBxjYH045pmaKBQBUpqfCnkf5yOmGuagOO9iSbpNa-5daqrQY2ZXT-96a8xnO5LwlULzT=s360,桃園縣龍潭鄉楊銅路二段688號,250,4.8,咖啡寵物友善義式料理親子餐廳
新丼,https://ifoodie.tw//restaurant/559da892c03a103ee86c962e-新丼,https://lh3.googleusercontent.com/1q4LVaF3gsRiqMO4IP_dvx5dD_StAKjxCBAqboIFJUEuFToSNWDtaJTD5GvRpoQOwqPz47di-E_rKF_TYzS2AlXLHPbl5K_lRdkkP6msWXSX=s360,臺北市大同區長安西路66號1F,200,4.2,日本料理精緻高級早午餐約會餐廳
老新台菜,https://ifoodie.tw//restaurant/591b3fc72756dd547fad9019-老新台菜,https://lh3.googleusercontent.com/12K2Mbt3AJptMjt9wnT49lf25f9dg3JjZKWodG06nZ6Rra0dhWgYXYZvWT6LfzYA69HzjLtsrhYsZGFuISe6hc_NoUGQbng=s360,高雄市三民區十全三路265號,500,4.6,中式料理精緻高級約會餐廳合菜
窯烤 山寨村,https://ifoodie.tw//restaurant/5594c332c03a10074185c370-窯烤-山寨村,https://lh3.googleusercontent.com/KP26O7e4mhJKbV9Lh-Z9GgbD6-1rctAEyJJk1Bz9T7lULJRXbtYqtNxhoERKW3yMxct2t_eeKzBHIATLxE-u3WyV8bgLC00=s360,宜蘭縣宜蘭市梅洲二路140號,100,3.9,義式料理午餐漢堡
嵐山熟成牛かつ專売 台中西區健行店,https://ifoodie.tw//restaurant/605f65decd99571cf412f352-嵐山熟成牛-專売-台中西區健行店,https://lh3.googleusercontent.com/faN5tFwuMDVBSNFC5dQ1oXtJLiq6btpImMS1gZAsaJwfd1wizgh02H_MuMppHmt6SUV1x_YDI7A2J6O5zor61R7SP_b7WUBhXc-Z9MINPYIg=s360,臺中市西區健行路1058號,500,4.8,日本料理牛排約會餐廳午餐
奕順軒 礁溪店,https://ifoodie.tw//restaurant/55a5a23fc03a10241de676c4-奕順軒-礁溪店,https://lh3.ggpht.com/sVRCKNpz38_es8rHf81aI7bpktZOkjf_xSIkksQI7gyiHBvOeF2vdL4Oo4mN3a2NArJfn-PpJxQICPPVevFmnYJ2BMufxUGV=s360,宜蘭縣礁溪鄉礁溪路五段96號,160,4.3,甜點蛋糕食品專賣店
遠東SOGO 台北忠孝館,https://ifoodie.tw//restaurant/656450e1eb74c40c8b4a4af2-遠東SOGO-台北忠孝館,https://lh3.googleusercontent.com/TXbZisCGetC-XxiNjE2U-UVuwhmDBkee55KQIwqn_kRQ-5zo8_juvwDa7sCap-adQwuVP4QN4UL4-afmAs0UZDHMf01TVCCoqlwWsBQsqVot=s360,臺北市大安區忠孝東路四段45號,215,4.2,午餐晚餐
佐藤精肉店 akiba,https://ifoodie.tw//restaurant/5823669a2756dd199aef6d5d-佐藤精肉店-akiba,https://lh3.googleusercontent.com/ZM2Zh-8G7f7cyEf1tixDtxi2CRx_-pZuNDbORTtCclWcVDwgDCQ1X45b8GbvX2wfKPjSspofBdnMJteLQthvjmmS-utZPinx=s360,台北市中正區八德路一段82巷9弄8號2樓,1200,4.5,日本料理午餐晚餐
肉次方 燒肉放題,https://ifoodie.tw//restaurant/6054b3f97cc7fc48affc26cc-肉次方-燒肉放題,https://lh3.googleusercontent.com/ckqVY1IxyBruXC2iwDL1GhA_Kb0O8LoEFn63sJzfFhZ8Qylaw0dIPxhyW9vdn2_uUj7qsh4yjnS-GsU4qDTjIEQFf25C3FSVas_3sOz6Lt8=s360,臺北市萬華區峨眉街37號4樓,600,4.4,牛排日本料理午餐晚餐
JAPOLI義大利餐酒館,https://ifoodie.tw//restaurant/5633b2ad2756dd46cfcfdc6c-JAPOLI義大利餐酒館,https://lh3.googleusercontent.com/YOXHR_w3NsL12IZlri8UPPB0LkSjXiJAHowNOYBEo6CGFY1FYitIppQJ7qQSlrw08vZRNOg1NqF9IiUKkA1Y1VU3-8legQ=s360,臺北市大安區忠孝東路四段49巷2號B1,150,4.5,義式料理餐酒館牛排酒吧
詹記麻辣火鍋 敦南店,https://ifoodie.tw//restaurant/5be13cd022613901f8311b71-詹記麻辣火鍋-敦南店,https://lh3.googleusercontent.com/Etrorr2AreGHkD9OQfyI5A8GKPoLJIUnN715OTS4ZNJWu0sYhEG0S_sdnVhvjl3DLTC4OEE3YtTZd-dVRtewzPL82UEe6_mXPj5Od8d0FDYIVQ=s360,臺北市大安區和平東路三段60號,1000,4.5,火鍋約會餐廳宵夜午餐
焼肉スマイル（燒肉Smile） 台北忠孝店,https://ifoodie.tw//restaurant/5f4734e28c906d25d7accfb6-焼肉-燒肉Smile-台北忠孝店,https://lh3.googleusercontent.com/Nl93FhWTrdRuUh7E5H0Xy_k0WfVkaRWEWtMBkKcJ8t0V_tHKmpTOxA7cRdEfTvKVAhYW2Pzo13RLvBVpNEQRABLjhGCQVdYvz5-KZb2eQain=s360,臺北市信義區忠孝東路五段497號2樓,650,4.6,約會餐廳日本料理宵夜午餐
老芋仔芋圓,https://ifoodie.tw//restaurant/559bbcf8c03a101f6d8b5a8a-老芋仔芋圓,https://lh3.googleusercontent.com/pScRMUNHF8Bcsyauamrd8wYdx9AcInkkhfr-8Eo1vp-tj0gx6KU4Ixw1aik_Wq2qPbjNrsAV6ibAMVu2KZn3YdM0ka4g90JwvSjUN46SlPDl=s360,臺中市北屯區東山路一段408之2號,60,4.4,甜點小吃冰品飲料下午茶
松園別館,https://ifoodie.tw//restaurant/61473b3f7cc7fc5e6183db47-松園別館,https://lh3.googleusercontent.com/Yy7JLKP1fR7pZUoPMEcTVS-IUbJdieiriVREBWbZ67dfzRjEVWsooUULDNxOXaRqij9r3OEgCyUtSjM3vNTqEz68rixO4LEMKFk4PXUrgqc=s360,花蓮縣花蓮市松園街65號,200,4.4,甜點午餐下午茶
雲品酒店,https://ifoodie.tw//restaurant/5594e1b9c03a100f375ba215-雲品酒店,https://lh3.googleusercontent.com/KKY_imlZnT6XJmTYS2RELoC4WZPZXel3Dpy9y43-19C-YpYQi-2QscrAEVBGJT_p4R9suROQrGx7HpkelaWx1xunJ9_jfmM=s360,南投縣魚池鄉中正路23號,1200,4.6,中式料理精緻高級約會餐廳宵夜
漢來海港餐廳 桃園店,https://ifoodie.tw//restaurant/55f04361699b6e07ceb462a3-漢來海港餐廳-桃園店,https://lh3.googleusercontent.com/hvgX6aVi9NOAEz7vrtFZaMlliaiv3pUVxwlVhrWN9qyC9dr8CVNET4DiRTQyTRRzOuS-Hmx37KHAYPPK_JQbanojnOoTi5atDqCT4GpdN_A=s360,桃園市蘆竹區南崁路一段112號6樓,1070,4.3,日本料理午餐晚餐下午茶
玉里橋頭臭豆腐,https://ifoodie.tw//restaurant/5593b731c03a1019aa5a9576-玉里橋頭臭豆腐,https://lh3.googleusercontent.com/Sk2x6U07unviOusgUxs8lMAQK1R2wp81VZUoWXii-Xap4T_pb4vV8fPIkT_3_f2Zo3DD8NcPsHihczJto9ZdqVTMJZ2QwZk=s360,花蓮縣玉里鎮民權街15號,100,4.3,小吃午餐
丼賞和食,https://ifoodie.tw//restaurant/578c50b62756dd0c26d4de35-丼賞和食,https://lh3.googleusercontent.com/P19-ZvJZCzUywnzWvgGj-uFSHZUqbB3QGjpPVmwg8rG72prSPvIdUvtYfvX-pTEJgBWSBbi6U-PIjAILILcoNtEobcV0TliimeFzMNzzS0M=s360,台北市中山區南京東路二段140號,700,4.3,日本料理精緻高級約會餐廳午餐
輕井澤鍋の物 台南中華西路店,https://ifoodie.tw//restaurant/5598e5b440b5e30f5545f1c1-輕井澤鍋-物-台南中華西路店,https://lh3.googleusercontent.com/9DPb1HHMc7BU51nAoLl6aEfAae1VK6xS89jJhyBPabx0YJvCanhVWmmdB2i7Ts9sdGnyDxfmoV_xf-k0jMWFDmf8ryxuxYY=s360,臺南市安平區中華西路二段7號,300,4.4,火鍋合菜精緻高級約會餐廳
PUTIEN莆田 高雄自由店,https://ifoodie.tw//restaurant/5b688fd42756dd2dc2e3088d-PUTIEN莆田-高雄自由店,https://lh3.googleusercontent.com/EHNuJ8ub7Prcm3RdGGoUOvC2ZbNv_DsUV8bj-awLaVD_9jwvpBdVp8hjlQYwFfdNb4V7RvaslTT-DzTOOH7vfjOXwtOXiFv_9xbPRWXt8k_j=s360,高雄市左營區自由三路98號,700,4.7,中式料理小吃合菜午餐
IKEA餐廳 台北城市店-小巨蛋,https://ifoodie.tw//restaurant/61e7d58b8282871f1d7dd2ef-IKEA餐廳-台北城市店-小巨蛋,https://lh3.googleusercontent.com/IUgic7CX3JtXet_971UkO8cKZLvSWKfxYdC6RA4AD867Wyx3VmSwOhikiTMcptmIqsgDK3x35LaI8JD5ugm8EaQuCfPpyFBOoWlYUUqCmZs8Yw=s360,臺北市松山區敦化北路100號B1,150,4.0,甜點約會餐廳午餐晚餐
榕樹下 米苔目,https://ifoodie.tw//restaurant/5593b0a4c03a10159f4d37fd-榕樹下-米苔目,https://lh3.googleusercontent.com/87wzezJpPygfWXPlljKBvO9TFsh5-z5pGI7I26tzB66ZUnEm04tDlB-ZmXjBKp0Yxo6HyLTuXemrugAZdcCqgr8jf_z_z48Kc9y7X1UJQYuM=s360,臺東縣中華路一段360號,195,4.4,小吃
花露農場 Flower Home,https://ifoodie.tw//restaurant/6044a8537cc7fc34b1b2d5b9-花露農場-Flower-Home,https://lh3.googleusercontent.com/AAS2AmXO8PmZ0XY6gxYaRom0181xg0c5XxNJmSNG7WemEMK-ZU0Xuw-lbTYBs-gHa2a_T3U8h0K5InTdk4ZQ_bXZ19r-rLCU-JmIG2i3cVs=s360,苗栗縣卓蘭鎮號,450,4.3,景觀餐廳約會餐廳午餐
通樑古榕,https://ifoodie.tw//restaurant/60e57029873d794e062c9134-通樑古榕,https://lh3.googleusercontent.com/pfAk23qSPfuuOEcDALRWI0ngGT_Bbc8EEyheMS8dA2DnSqLCVQAr3VEA0Z8nHcldpaB2Lf3DGHpnJkuUky6F9I9go1_Uesibkj9PIokLabsO=s360,澎湖縣白沙鄉通樑村149號,50,4.4,宵夜午餐晚餐
嵐山熟成牛かつ專売 台中大里旗艦店,https://ifoodie.tw//restaurant/5b29ccb2f524685e248620c9-嵐山熟成牛-專売-台中大里旗艦店,https://lh3.googleusercontent.com/uf0roOyllOWlTNrNXXOE2kEapc3crtuHnUmBqspi7lhz-6aDbLjNYXQmpr33noj4-s-PeKF9XiyPcjM4QgulIXhT7H_4ih1x=s360,台中市大里區永隆路567號,350,4.5,日本料理火鍋精緻高級午餐
泰丘鍋物,https://ifoodie.tw//restaurant/5c26d450f524682d59b68ef7-泰丘鍋物,https://lh3.googleusercontent.com/Zxo1qipQXpKn4RUercHwXDn2SYa7tVf7Djbia74VxCTB39EshGa_mQautAEgpwxKDe50EqOaVWz_0-nlXklBfdHj_topeN3M=s360,臺中市北區一中街98號二樓,400,4.2,火鍋咖哩合菜午餐
問鼎麻辣養生鍋,https://ifoodie.tw//restaurant/559dd459c03a103ee86cb0b3-問鼎麻辣養生鍋,https://lh3.googleusercontent.com/2DphuRz2P1_GnOi10DQoRlCiXxeRRIx_xhwAGSrWjsAEEbUtkQgYhMb_bI9Allke3W7Rf8YnpPpe1Xj2gOB4-FnlcEu-cOFjAwJBrMCmsEme=s360,臺北市大安區忠孝東路4段210號2樓,600,4.6,火鍋精緻高級宵夜午餐
莉莉水果店,https://ifoodie.tw//restaurant/55982f8a40b5e30894d720f8-莉莉水果店,https://lh3.googleusercontent.com/NQ6EjrFgdLDeq8Ykb-uUgLKR19yajn57vqlDHrEQJL_Z_5N4qv8haqiXk2qOr6Bfijhwuy3u1Ux8tP36DdTZLYDFuvVDng=s360,臺南市中西區府前路一段199號,180,4.3,甜點冰品飲料刨冰輕食
星星部落景觀咖啡,https://ifoodie.tw//restaurant/5593af9cc03a10159f4d3784-星星部落景觀咖啡,https://lh3.googleusercontent.com/-kQZ5tgj-3prpCkXiJvh7BY_dpxl7o8WHgq8Ig1cs6Bcig7B8q5DxtBXJaZHeYHiWi7fC5do7jTBHvLyJHrvqOXz9qtfo_i461exy3rJJ7uF=s360,臺東縣卑南鄉富源村8鄰富源116之3號,60,4.5,咖啡甜點約會餐廳景觀餐廳
嚮辣 和牛麻辣鍋 台北松江店,https://ifoodie.tw//restaurant/61d6dc508282872f475ed3fa-嚮辣-和牛麻辣鍋-台北松江店,https://lh3.googleusercontent.com/OZNOPfJ205aOlPrV3AfwuoPnB3AmTG0VY9ihiypBHWAzZ5kU4TWmMa2cDXXHLDzZoVKMN700q_c0cEpJBPLoF-W2nEf9JlFOJW8659VCZiMP=s360,臺北市中山區松江路131之1號,1100,4.6,火鍋精緻高級約會餐廳宵夜
故宮晶華,https://ifoodie.tw//restaurant/559d599bc03a103ee86c67d4-故宮晶華,https://lh3.googleusercontent.com/x3wCN95ycS9p0ui_DmPfpzqs5gq9U_BD1kgHrvEf045U54HpbwsFy4YR3w3BodWU4GMKFlnHPcLbudzj2MiaITjq3GPGQkBpXZhBC65bk0EXog=s360,臺北市士林區至善路二段221號,900,3.9,中式料理港式料理牛肉麵甜點
海崖谷,https://ifoodie.tw//restaurant/5e7c1236d6895d144f0d983b-海崖谷,https://lh3.googleusercontent.com/nRHaSpu2QpaYJeqZWwNaNurUH8sT3znaI9IpniUu07StTQNcvZ2DNjAteg8myMtG9k8UcF3gVMYh1jot1xYQUd_7Oa37CCwm=s360,花蓮縣鹽寮村大坑51-5號,500,4.6,咖啡景觀餐廳約會餐廳下午茶
漢來海港餐廳 台南店,https://ifoodie.tw//restaurant/564edc982756dd5317f87cf2-漢來海港餐廳-台南店,https://lh3.googleusercontent.com/34BSH2J69qEEU7d0AmozSfT5J-mk4PUvXP46UbTpOr1eGShutOrekR7-8hBDNmw5eiZYyA74IFxv8DXbnKhZLzb954Grg4Bds9KVZ0XaERQ=s360,臺南市東區中華東路一段366號4樓,850,4.0,精緻高級約會餐廳甜點午餐
榕堤水灣餐廳,https://ifoodie.tw//restaurant/559c16bec03a101f6d8b84e0-榕堤水灣餐廳,https://lh3.googleusercontent.com/XBR5Sggo7PyoF0TGmuzvR2n_1n06CyP_To8MqSOt0d_v3mxuH6IyzbpS4kP5BtQZMaunJrY-fHdUWRF0coc26a2qUXelRDmDVwhOBeIKQ2sq=s360,新北市淡水區中正路229之9號,300,4.6,景觀餐廳約會餐廳午餐晚餐
容燒居酒屋 南屯文心一店,https://ifoodie.tw//restaurant/5b7c20a02756dd0900a03208-容燒居酒屋-南屯文心一店,https://lh3.googleusercontent.com/580v9OuvYqMO7erZD_jMyViiLzuNXFbIV19tIs0510y6AFLnu9fCZTe2iohDRZtz-xSu93YQWTT3qjzB27_o1RTcU0uPNnJ90XWX7Dc9W-Y=s360,台中市南屯區文心路一段530號,450,4.8,居酒屋日本料理約會餐廳寵物友善
東河包子,https://ifoodie.tw//restaurant/55a53e23c03a10241de654e7-東河包子,https://lh3.googleusercontent.com/YwWtzMfFW62r8YmIty_jy3wb4sYjOqQbip8RKQO4IogjubKLV7DkXj8tEXPc7Z--ZbJg_cpC6_keAqsId6EALAcfPJxwaLyU=s360,臺東縣南東河15鄰420號,25,3.5,小吃早餐午餐
龍都酒樓內湖店,https://ifoodie.tw//restaurant/559dcdddc03a103ee86cad65-龍都酒樓內湖店,https://lh3.googleusercontent.com/65SbQTIFrBme62B0EEy1vG0F01njRztv0xql0pGRPvdlkG5XnmbKQyCSg7kl4ejb9TGAFzHki4FxKmjcV2ozF8huN18QoTZJ=s360,臺北市內湖區舊宗路一段58號,600,4.1,中式料理港式料理合菜午餐
高雄林皇宮LV森林百匯,https://ifoodie.tw//restaurant/5981d47e23679c2457862189-高雄林皇宮LV森林百匯,https://lh3.googleusercontent.com/OavLYb9FKL0CMllgeq4q4eM_jphlzFMrmmLFYUwoCB0yeQ4rozKa_N-2NfJwDoPmYV76T0Hlm8RebJSxHgfJ10sExO0Z2ajq=s360,高雄市鼓山區博愛二路99號1樓,1090,4.2,合菜午餐晚餐下午茶
